Transaction_ID,Employee_ID,Department,Region,Transaction_Timestamp,Amount_USD,Merchant_Name,MCC,Context_Fail_Reason,Action_Required
TXN_R5A_4652,EMP_111,HR & Recruitment,,2025-12-06 19:00:00,185.04,London Tavern,5812,"No approved travel itinerary on 2025-12-06 — weekend hospitality spend of $185.04 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_R5B_4741,EMP_118,HR & Recruitment,,2025-01-11 18:00:00,243.28,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_007598,EMP_121,HR & Recruitment,LATAM,2025-06-01 02:03:00,24.48,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_007346,EMP_163,HR & Recruitment,,2025-01-04 05:37:00,47.49,Lyft Ride,4111,Active travel itinerary found but MCC 4111 (Lyft Ride) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_007114,EMP_163,HR & Recruitment,,2025-02-23 01:17:00,92.69,GitHub Enterprise,4816,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_010158,EMP_163,HR & Recruitment,,2025-02-23 16:40:00,42.45,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_012094,EMP_163,HR & Recruitment,,2025-04-26 00:04:00,132.91,Local Steakhouse,5812,"No approved travel itinerary on 2025-04-26 — weekend hospitality spend of $132.91 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_006126,EMP_167,HR & Recruitment,APAC,2025-08-09 06:20:00,318.95,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_9891,EMP_167,HR & Recruitment,APAC,2025-10-04 11:00:00,144.17,Tokyo Dining Corp,5812,"No approved travel itinerary on 2025-10-04 — weekend hospitality spend of $144.17 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_R5B_7924,EMP_168,HR & Recruitment,LATAM,2025-12-20 22:00:00,216.56,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_010110,EMP_189,HR & Recruitment,EMEA,2025-03-09 01:42:00,21.93,Local Steakhouse,5812,"No approved travel itinerary on 2025-03-09 — weekend hospitality spend of $21.93 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_006599,EMP_189,HR & Recruitment,EMEA,2025-08-31 05:19:00,138.91,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_9367,EMP_210,HR & Recruitment,EMEA,2025-10-04 11:00:00,308.37,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_1825,EMP_219,HR & Recruitment,APAC,2025-05-03 20:00:00,185.68,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_004784,EMP_219,HR & Recruitment,APAC,2025-10-12 07:12:00,50.79,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006231,EMP_287,HR & Recruitment,,2025-12-27 20:50:00,239.85,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_6087,EMP_297,HR & Recruitment,,2025-02-15 11:00:00,215.14,Marriott International,7011,"No approved travel itinerary on 2025-02-15 — weekend hospitality spend of $215.14 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_004031,EMP_297,HR & Recruitment,,2025-03-09 05:51:00,275.08,GitHub Enterprise,4816,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_003828,EMP_297,HR & Recruitment,,2025-06-29 19:45:00,77.5,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006212,EMP_297,HR & Recruitment,,2025-07-27 05:09:00,27.26,Lyft Ride,4111,Active travel itinerary found but MCC 4111 (Lyft Ride) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_3640,EMP_317,HR & Recruitment,LATAM,2025-04-12 19:00:00,70.64,Euro Lodging,7011,"No approved travel itinerary on 2025-04-12 — weekend hospitality spend of $70.64 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_006839,EMP_317,HR & Recruitment,LATAM,2025-05-25 02:36:00,32.32,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_001530,EMP_317,HR & Recruitment,LATAM,2025-12-13 00:42:00,85.48,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_7323,EMP_342,HR & Recruitment,,2025-11-15 10:00:00,314.81,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009893,EMP_361,HR & Recruitment,LATAM,2025-04-20 13:38:00,123.66,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_000384,EMP_361,HR & Recruitment,LATAM,2025-09-14 02:05:00,132.85,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_010257,EMP_361,HR & Recruitment,LATAM,2025-10-04 21:48:00,243.4,GitHub Enterprise,4816,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009905,EMP_365,HR & Recruitment,APAC,2025-02-15 13:02:00,368.59,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_005055,EMP_404,HR & Recruitment,LATAM,2025-06-01 15:55:00,71.07,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_003345,EMP_404,HR & Recruitment,LATAM,2025-06-14 21:55:00,76.35,Lyft Ride,4111,Active travel itinerary found but MCC 4111 (Lyft Ride) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_005620,EMP_404,HR & Recruitment,LATAM,2025-12-06 19:13:00,36.95,NYC Transit,4111,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_002956,EMP_001,Software Engineering,,2025-11-08 00:12:00,107.24,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_6061,EMP_003,Software Engineering,,2025-07-26 20:00:00,120.6,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_1686,EMP_003,Software Engineering,,2025-08-02 22:00:00,169.36,Local Steakhouse,5812,"No approved travel itinerary on 2025-08-02 — weekend hospitality spend of $169.36 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_007140,EMP_003,Software Engineering,,2025-08-09 02:43:00,232.08,Marriott International,7011,"No approved travel itinerary on 2025-08-09 — weekend hospitality spend of $232.08 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_008409,EMP_003,Software Engineering,,2025-11-23 18:57:00,213.69,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_001926,EMP_006,Software Engineering,LATAM,2025-08-09 11:08:00,16.34,London Tavern,5812,"No approved travel itinerary on 2025-08-09 — weekend hospitality spend of $16.34 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_R5B_5094,EMP_007,Software Engineering,,2025-02-01 11:00:00,251.29,NYC Transit,4111,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009678,EMP_017,Software Engineering,,2025-08-16 11:01:00,19.63,NYC Transit,4111,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_011224,EMP_018,Software Engineering,,2025-01-05 04:19:00,367.77,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_010656,EMP_018,Software Engineering,,2025-04-06 01:47:00,140.84,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_005003,EMP_020,Software Engineering,APAC,2025-02-08 04:01:00,129.64,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009754,EMP_041,Software Engineering,APAC,2025-02-02 22:48:00,312.02,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_012039,EMP_041,Software Engineering,APAC,2025-11-23 03:36:00,88.01,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_012131,EMP_043,Software Engineering,APAC,2025-04-27 02:49:00,95.87,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009895,EMP_044,Software Engineering,,2025-08-16 08:38:00,112.14,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_6833,EMP_044,Software Engineering,,2025-09-27 21:00:00,62.22,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_6010,EMP_060,Software Engineering,,2025-03-15 11:00:00,176.84,Business Stay Inn,7011,"No approved travel itinerary on 2025-03-15 — weekend hospitality spend of $176.84 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_009715,EMP_060,Software Engineering,,2025-03-29 00:55:00,77.3,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_010881,EMP_061,Software Engineering,EMEA,2025-06-15 04:06:00,162.32,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_7179,EMP_066,Software Engineering,LATAM,2025-09-27 11:00:00,215.75,Bistro Hub,5812,"No approved travel itinerary on 2025-09-27 — weekend hospitality spend of $215.75 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_R5B_5823,EMP_070,Software Engineering,,2025-03-15 10:00:00,388.56,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_011153,EMP_070,Software Engineering,,2025-12-20 06:26:00,61.5,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_002663,EMP_071,Software Engineering,,2025-08-31 08:10:00,40.2,NYC Transit,4111,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_000119,EMP_071,Software Engineering,,2025-08-31 12:18:00,359.17,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006400,EMP_071,Software Engineering,,2025-10-18 13:20:00,345.64,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_000587,EMP_090,Software Engineering,EMEA,2025-03-01 16:35:00,20.62,Lyft Ride,4111,Active travel itinerary found but MCC 4111 (Lyft Ride) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_6296,EMP_098,Software Engineering,,2025-02-22 11:00:00,245.18,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R2_63539,EMP_098,Software Engineering,,2025-06-14 21:07:00,1370.75,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R2_88329,EMP_098,Software Engineering,,2025-06-14 21:19:00,1564.67,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_011785,EMP_103,Software Engineering,,2025-04-06 12:06:00,81.38,London Tavern,5812,"No approved travel itinerary on 2025-04-06 — weekend hospitality spend of $81.38 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_R5A_4025,EMP_104,Software Engineering,,2025-12-27 22:00:00,235.66,Tokyo Dining Corp,5812,"No approved travel itinerary on 2025-12-27 — weekend hospitality spend of $235.66 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_003180,EMP_107,Software Engineering,APAC,2025-01-05 01:20:00,105.92,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_000858,EMP_107,Software Engineering,APAC,2025-08-30 13:12:00,76.09,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_000450,EMP_112,Software Engineering,APAC,2025-12-06 20:08:00,21.69,NYC Transit,4111,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_000833,EMP_122,Software Engineering,EMEA,2025-06-07 22:08:00,29.72,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006881,EMP_125,Software Engineering,LATAM,2025-11-01 00:01:00,117.41,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_010249,EMP_127,Software Engineering,,2025-08-02 05:21:00,393.98,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_000237,EMP_127,Software Engineering,,2025-12-28 00:46:00,49.31,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_5028,EMP_140,Software Engineering,APAC,2025-07-05 10:00:00,317.77,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_008124,EMP_148,Software Engineering,EMEA,2025-03-01 02:15:00,101.69,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R2_68445,EMP_148,Software Engineering,EMEA,2025-03-22 09:06:00,1550.83,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R2_29536,EMP_148,Software Engineering,EMEA,2025-03-22 09:18:00,1421.83,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009085,EMP_153,Software Engineering,EMEA,2025-07-05 23:26:00,56.11,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_011545,EMP_156,Software Engineering,EMEA,2025-03-16 01:29:00,73.09,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_4159,EMP_156,Software Engineering,EMEA,2025-07-26 10:00:00,155.99,London Tavern,5812,"No approved travel itinerary on 2025-07-26 — weekend hospitality spend of $155.99 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_001360,EMP_162,Software Engineering,,2025-01-04 18:09:00,245.09,GitHub Enterprise,4816,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_011887,EMP_170,Software Engineering,LATAM,2025-01-18 02:23:00,112.66,GitHub Enterprise,4816,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_007173,EMP_170,Software Engineering,LATAM,2025-07-26 13:46:00,163.77,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_4053,EMP_170,Software Engineering,LATAM,2025-08-30 15:00:00,142.25,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_8810,EMP_174,Software Engineering,EMEA,2025-01-04 10:00:00,273.54,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_001392,EMP_174,Software Engineering,EMEA,2025-06-29 02:32:00,197.77,Hilton Hotels,7011,"No approved travel itinerary on 2025-06-29 — weekend hospitality spend of $197.77 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_001234,EMP_182,Software Engineering,LATAM,2025-07-05 14:00:00,14.36,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_6150,EMP_182,Software Engineering,LATAM,2025-09-06 22:00:00,57.99,Business Stay Inn,7011,"No approved travel itinerary on 2025-09-06 — weekend hospitality spend of $57.99 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_000439,EMP_185,Software Engineering,EMEA,2025-05-25 23:41:00,108.87,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009998,EMP_188,Software Engineering,LATAM,2025-06-01 09:57:00,142.54,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_3846,EMP_188,Software Engineering,LATAM,2025-06-14 18:00:00,197.51,Hilton Hotels,7011,"No approved travel itinerary on 2025-06-14 — weekend hospitality spend of $197.51 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_001654,EMP_188,Software Engineering,LATAM,2025-11-23 13:47:00,39.02,London Tavern,5812,"No approved travel itinerary on 2025-11-23 — weekend hospitality spend of $39.02 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_006630,EMP_191,Software Engineering,,2025-05-24 09:08:00,107.93,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_003258,EMP_191,Software Engineering,,2025-07-27 13:29:00,98.38,GitHub Enterprise,4816,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_000968,EMP_200,Software Engineering,,2025-02-15 20:52:00,51.6,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_3570,EMP_200,Software Engineering,,2025-11-22 11:00:00,122.98,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006997,EMP_202,Software Engineering,EMEA,2025-04-05 04:24:00,273.47,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_004253,EMP_202,Software Engineering,EMEA,2025-05-04 23:10:00,148.94,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_6700,EMP_202,Software Engineering,EMEA,2025-07-05 12:00:00,185.75,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_001166,EMP_202,Software Engineering,EMEA,2025-07-06 01:46:00,124.52,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_003700,EMP_203,Software Engineering,EMEA,2025-06-28 02:29:00,47.17,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009129,EMP_203,Software Engineering,EMEA,2025-10-26 20:16:00,109.37,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009976,EMP_209,Software Engineering,,2025-01-05 21:34:00,90.77,GitHub Enterprise,4816,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_5397,EMP_209,Software Engineering,,2025-01-11 21:00:00,97.38,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_000823,EMP_212,Software Engineering,,2025-08-24 12:53:00,146.73,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_003208,EMP_214,Software Engineering,,2025-03-30 22:50:00,304.38,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009054,EMP_214,Software Engineering,,2025-09-13 19:47:00,34.59,Bistro Hub,5812,"No approved travel itinerary on 2025-09-13 — weekend hospitality spend of $34.59 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_R5A_5335,EMP_227,Software Engineering,EMEA,2025-02-22 20:00:00,161.82,Tokyo Dining Corp,5812,"No approved travel itinerary on 2025-02-22 — weekend hospitality spend of $161.82 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_R5A_7625,EMP_227,Software Engineering,EMEA,2025-03-29 11:00:00,157.21,Bistro Hub,5812,"No approved travel itinerary on 2025-03-29 — weekend hospitality spend of $157.21 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_009518,EMP_227,Software Engineering,EMEA,2025-11-08 12:24:00,293.72,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_008525,EMP_230,Software Engineering,LATAM,2025-08-03 07:18:00,224.22,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_004112,EMP_230,Software Engineering,LATAM,2025-11-02 06:29:00,80.04,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_004665,EMP_235,Software Engineering,APAC,2025-08-10 09:34:00,335.23,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_7142,EMP_245,Software Engineering,EMEA,2025-01-04 12:00:00,170.8,Bistro Hub,5812,"No approved travel itinerary on 2025-01-04 — weekend hospitality spend of $170.80 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_005981,EMP_246,Software Engineering,,2025-12-07 20:41:00,265.16,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_9664,EMP_247,Software Engineering,LATAM,2025-03-01 19:00:00,116.86,Business Stay Inn,7011,"No approved travel itinerary on 2025-03-01 — weekend hospitality spend of $116.86 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_011982,EMP_252,Software Engineering,EMEA,2025-06-15 21:56:00,10.52,Lyft Ride,4111,Active travel itinerary found but MCC 4111 (Lyft Ride) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_4879,EMP_255,Software Engineering,EMEA,2025-05-10 17:00:00,330.67,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_005315,EMP_262,Software Engineering,EMEA,2025-10-25 08:39:00,81.25,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_7754,EMP_265,Software Engineering,LATAM,2025-02-22 20:00:00,85.2,Tokyo Dining Corp,5812,"No approved travel itinerary on 2025-02-22 — weekend hospitality spend of $85.20 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_005011,EMP_274,Software Engineering,LATAM,2025-01-19 00:13:00,33.17,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_005549,EMP_274,Software Engineering,LATAM,2025-02-01 10:47:00,46.05,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_001961,EMP_274,Software Engineering,LATAM,2025-10-04 06:17:00,18.19,London Tavern,5812,"No approved travel itinerary on 2025-10-04 — weekend hospitality spend of $18.19 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_008162,EMP_275,Software Engineering,,2025-11-08 19:57:00,27.73,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_011427,EMP_277,Software Engineering,APAC,2025-04-05 01:21:00,215.14,Hilton Hotels,7011,"No approved travel itinerary on 2025-04-05 — weekend hospitality spend of $215.14 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_006170,EMP_278,Software Engineering,EMEA,2025-05-31 03:27:00,29.91,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_2796,EMP_278,Software Engineering,EMEA,2025-11-15 12:00:00,49.19,Bistro Hub,5812,"No approved travel itinerary on 2025-11-15 — weekend hospitality spend of $49.19 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_011510,EMP_279,Software Engineering,APAC,2025-02-16 20:56:00,36.54,Local Steakhouse,5812,"No approved travel itinerary on 2025-02-16 — weekend hospitality spend of $36.54 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
